date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2023-08-19,31.3,28,36.2,7.3,,278,5.5,,1006.2,
2023-08-20,29.6,26.5,36.6,17.8,,264,4.1,,1005.5,
2023-08-21,28.8,25.9,32.3,14,,144,3.1,,1006.2,
2023-08-22,29.1,26.4,33.4,23.9,,,1.8,,1007.3,
2023-08-23,28.2,25.6,32.8,10.4,,,2.2,,1007.3,
2023-08-24,28.3,25.6,33.9,4.1,,231,2.1,,1007.3,
2023-08-25,29.3,26.7,33.5,3.9,,243,2.3,,1007.4,
2023-08-26,29.7,26.4,33.9,0,,260,3.4,,1007.6,
2023-08-27,30.5,27.4,35.5,0.2,,274,3.4,,1006.7,
2023-08-28,30.7,28.1,34.7,2.2,,256,3.3,,1005.5,
2023-08-29,30.3,28.1,33.2,6.2,,207,3.5,,1005.2,
2023-08-30,29.8,27.8,34.7,6.6,,162,2,,1006.1,
2023-08-31,29.8,26.5,35,14.5,,,2.2,,1006.5,
2023-09-01,29.6,25.5,33.9,2.5,,,2.1,,1006.2,
2023-09-02,30,27.5,34.1,18.3,,281,3.2,,1004.7,
2023-09-03,30.3,27.6,35.5,4.1,,229,3.9,,1003.6,
2023-09-04,30,27,34,18.4,,198,2.4,,1003.2,
2023-09-05,30.1,27.8,33,22.1,,,2.5,,1005.4,
2023-09-06,29.7,27.5,32.9,0.3,,295,2.9,,1007.8,
2023-09-07,29.6,27.5,32.5,7.9,,301,2.9,,1008.2,
2023-09-08,30.1,27,34.8,16.1,,317,2,,1007.7,
2023-09-09,29.3,26.9,35.9,22.6,,289,2.6,,1006.1,
2023-09-10,28.5,26,32.6,19.3,,199,2.8,,1005.9,
2023-09-11,28.3,25.5,31.5,11.8,,209,2.7,,1007.1,
2023-09-12,28.6,27,31.6,8.2,,205,3.2,,1008.2,
2023-09-13,28.4,26.8,32.9,11.2,,233,2.5,,1008.6,
2023-09-14,28.4,25.9,32.1,8.8,,248,3,,1008,
2023-09-15,28.4,25.1,32,1.3,,246,3.5,,1006.9,
2023-09-16,29.1,26.5,34.5,4.6,,219,3.7,,1006.6,
2023-09-17,28.8,26.4,33.8,13,,198,3.6,,1006.8,
2023-09-18,28.6,26.2,32,1.3,,178,2.3,,1008.5,
2023-09-19,30.8,26.8,33.6,0,,271,1.5,,1010,
2023-09-20,29.5,27,35.9,13.7,,,2.1,,1009,
2023-09-21,29,24.7,35.3,18.7,,309,2.3,,1009,
2023-09-22,28.4,24.7,33.5,8.7,,222,1.5,,1008.4,
2023-09-23,28.8,25.5,33.8,0,,,1.4,,1008.4,
2023-09-24,29,27.3,33.5,6.4,,,1.8,,1007.2,
2023-09-25,28.9,26.5,35,11.8,,,1.6,,1005.9,
2023-09-26,27.9,25.1,33.9,50.3,,235,2.5,,1005.3,
2023-09-27,28.3,25.1,32.2,1,,219,2.9,,1005.1,
2023-09-28,27.6,26.1,30.5,37,,175,3,,1007,
2023-09-29,28.3,26.1,32,4.8,,187,5,,1010,
2023-09-30,28.2,25.7,32.8,2,,210,2.4,,1010.7,
2023-10-01,29.4,26,33.4,15.9,,257,2.7,,1009.1,
2023-10-02,29.3,26.1,33.1,18.7,,277,3.5,,1009.2,
2023-10-03,28.8,25.7,35.5,75.4,,265,3,,1009.2,
2023-10-04,27.7,25.6,31.5,25.9,,296,2,,1009,
2023-10-05,28.4,25.7,32,25.9,,,1.9,,1007.7,
2023-10-06,28.5,26.4,32.1,27.9,,,1.7,,1007.9,
2023-10-07,29,26,32.6,1.3,,196,2.9,,1009,
2023-10-08,29.2,27,32.6,0,,225,2.6,,1010.3,
2023-10-09,28.6,26.5,34,5.1,,264,3.7,,1010.7,
2023-10-10,27.8,25.8,30.9,18.4,,,1.8,,1010.4,
2023-10-11,27.8,25.7,32,23.5,,,2.2,,1010.9,
2023-10-12,29.2,26.5,33.5,28,,,2,,1012,
2023-10-13,30.1,26.9,34.6,4.3,,,2.3,,1011.4,
2023-10-14,30.9,27.1,35.5,14.6,,339,2.7,,1009.6,
2023-10-15,29.2,27.7,34.6,5.1,,317,2.5,,1008.3,
2023-10-16,28.5,25.1,33.3,7.9,,17,2.8,,1009.2,
2023-10-17,30.3,26.8,34.6,3.3,,,1.7,,1010.1,
2023-10-18,29.5,27,33.5,1.5,,,2.6,,1010.7,
2023-10-19,28.2,26.5,33.5,9.7,,202,2.7,,1010.6,
2023-10-20,30.1,27.2,34.5,2.7,,351,2.1,,1010.4,
2023-10-21,28.2,25.1,30.6,27.2,,48,2.4,,1011.9,
2023-10-22,29.4,25,34,22.6,,,1.9,,1012.6,
2023-10-23,29.8,26.6,35.1,0,,,1.7,,1011.9,
2023-10-24,29.1,27.5,33.1,6.2,,,2,,1010.9,
2023-10-25,29.9,26.6,34.1,5.7,,354,2.2,,1010.9,
2023-10-26,29.3,27.2,33.1,43.6,,,1.6,,1010.8,
2023-10-27,29.2,26.6,33.2,2.9,,,2.5,,1010.7,
2023-10-28,29.2,27.6,31.3,4.6,,254,1.8,,1010.3,
2023-10-29,27.9,26.2,31.7,20.6,,,1.8,,1010.4,
2023-10-30,28.2,25.8,33.6,1.8,,,2.6,,1010.8,
2023-10-31,28.8,25.7,32,5.8,,15,2.6,,1011.8,
2023-11-01,29.7,26.5,34,1.8,,30,2.5,,1012.1,
2023-11-02,29.7,26.6,33.9,0,,21,1.9,,1010.7,
2023-11-03,30.4,27.1,34.5,0,,,2.3,,1009.1,
2023-11-04,28.6,20.9,33.3,8.6,,,1.3,,1009.2,
2023-11-05,27.7,25.3,34.2,19.8,,,1.7,,1010.4,
2023-11-06,29.6,25.1,35.8,0.3,,,1.1,,1010.6,
2023-11-07,27.9,26,34.1,15.5,,,2.3,,1010.9,
2023-11-08,28.7,25.3,35,20.6,,,1.2,,1010.2,
2023-11-09,28.2,25.9,31.6,1.8,,,2.2,,1010.3,
2023-11-10,28.6,25.5,32.2,5.9,,,1.7,,1011.5,
2023-11-11,28.2,25.2,33.4,1.3,,,1.4,,1011.9,
2023-11-12,28.8,26,32.3,1.7,,,2.5,,1012.1,
2023-11-13,29.6,26.5,33.5,4.1,,46,2.1,,1012,
2023-11-14,30.6,28,34.2,11.9,,25,3.9,,1012.5,
2023-11-15,30,26.7,35.2,0,,67,2.2,,1013,
2023-11-16,29.7,27,33.8,2.7,,78,3.8,,1013.2,
2023-11-17,27.1,25.7,31,0,,69,4.4,,1015.2,
2023-11-18,26.6,22.6,30,0,,34,3.3,,1015.2,
2023-11-19,26.3,22.6,30.2,0,,21,1.9,,1014.5,
2023-11-20,26.7,22.5,31.5,0,,9,1.5,,1013.4,
2023-11-21,28.1,23.8,34.2,0,,354,3.1,,1011.8,
2023-11-22,28.6,24.5,33.7,0,,351,2.7,,1010.5,
2023-11-23,29.1,24.7,33.5,0,,10,2.1,,1010.1,
2023-11-24,29.2,26,33.8,0,,43,4.4,,1010.8,
2023-11-25,29.1,25,33.1,0,,65,4.7,,1011.5,
2023-11-26,29.4,26.2,33,0.7,,42,2.1,,1011.9,
2023-11-27,29,25.4,33.8,0.6,,53,2.3,,1011.7,
2023-11-28,28.5,25.5,32,0,,45,2.8,,1011.3,
2023-11-29,27.9,24.3,32,0,,16,1.6,,1011.5,
2023-11-30,30,25.7,35.8,0,,359,2.9,,1011.7,
2023-12-01,30,26.7,34.3,0.9,,45,2.8,,1011.1,
2023-12-02,29.6,26.6,33.2,0,,34,2.5,,1011.3,
2023-12-03,29.6,27,35.6,11.7,,52,1.9,,1011.3,
2023-12-04,29.2,25.5,33.8,0,,67,3.2,,1011.4,
2023-12-05,29.4,26.5,32.8,0.1,,191,2.7,,1010.6,
2023-12-06,30.3,26.8,36.4,7.4,,153,2.7,,1011.1,
2023-12-07,29.2,26.9,33.3,11.2,,72,3.9,,1011.7,
2023-12-08,29.5,26.1,33.1,0,,89,2.3,,1011.5,
2023-12-09,29.9,26.5,34.6,0,,261,2.1,,1010.5,
2023-12-10,30,26.1,34.6,0,,219,2.3,,1009.1,
2023-12-11,29.5,27.1,35.6,0.1,,191,2.7,,1009.8,
2023-12-12,30.6,26.5,36.1,0,,196,2.5,,1009.8,
2023-12-13,30.4,27.8,34.9,0,,148,3.9,,1011.3,
2023-12-14,30.4,27.1,34.5,0,,98,2.8,,1012,
2023-12-15,30.7,27,35.4,0,,186,1.1,,1011.4,
2023-12-16,30.9,27,35.5,0,,161,1.6,,1011,
2023-12-17,30.7,27.8,34.4,0.2,,99,2.7,,1011.7,
2023-12-18,29.7,26.5,34.5,0,,38,2.8,,1012.7,
2023-12-19,30.1,26,34.3,0,,355,2.2,,1012.6,
2023-12-20,30.2,26.9,34.3,0,,44,3.5,,1012,
2023-12-21,28.4,25.1,32.4,0,,42,5.9,,1013.2,
2023-12-22,24.8,21.9,30.6,0,,42,5.1,,1016,
2023-12-23,24.1,20,28.6,0,,17,2.9,,1017.3,
2023-12-24,24.1,21.3,35.4,0,,13,4.4,,1018,
2023-12-25,25.1,22.2,29.6,0,,19,3.9,,1017.1,
2023-12-26,26.1,23,31.6,0,,12,2.6,,1016.6,
2023-12-27,29.4,25.9,34.2,1.3,,15,2,,1016.2,
2023-12-28,28,23.7,33,0,,24,2.4,,1014.5,
2023-12-29,28.5,24.3,33.4,0,,341,2.4,,1013,
2023-12-30,29,24,35,0,,295,2.7,,1012,
2023-12-31,29.8,25,36.2,0,,334,2,,1011.7,
2024-01-01,30,25.9,34.5,0,,34,2.3,,1011.3,
2024-01-02,29.9,25.8,34.4,0,,9,2.4,,1011.1,
2024-01-03,29.8,26.2,36.5,0,,37,2.8,,1011.4,
2024-01-04,29.3,25.9,34.4,0,,54,2.4,,1011.6,
2024-01-05,29.7,25.9,34.8,0,,64,2.2,,1012,
2024-01-06,29.6,25.7,34.4,0,,70,2.2,,1012.3,
2024-01-07,29.6,25.7,35.2,0,,84,2.1,,1012.6,
2024-01-08,29.9,25.6,35.8,0,,137,0.8,,1012,
2024-01-09,29.9,25.3,35.1,0,,148,0.9,,1011.1,
2024-01-10,30.1,26.3,35.4,0,,194,2.4,,1010.1,
2024-01-11,30.2,26.7,36.8,0,,202,1.8,,1010.9,
2024-01-12,29.8,27.2,33.7,1.2,,199,3,,1010.5,
2024-01-13,29.6,27.3,34.8,8.5,,205,2.5,,1010.6,
2024-01-14,29.5,26.7,33.8,2.1,,24,1.7,,1011.9,
2024-01-15,29.4,26.1,33.3,0,,51,2.4,,1012.2,
2024-01-16,29.2,25.6,33.5,0,,87,1.3,,1011.8,
2024-01-17,28.9,25.9,34.1,0,,58,1.8,,1011.6,
2024-01-18,29.4,25.2,35,0,,28,1.1,,1011.3,
2024-01-19,30.5,26,36.4,0,,224,1,,1010.6,
2024-01-20,30,26,34.8,0,,206,1.8,,1010.7,
2024-01-21,29.8,26.5,34.5,0,,222,2.1,,1011.6,
2024-01-22,29.6,25.4,35.1,0.5,,238,1.4,,1012.2,
2024-01-23,28.6,26.8,32.4,4.4,,94,1.7,,1013.4,
2024-01-24,26.8,25.5,30.3,0,,63,3.9,,1015,
2024-01-25,26.4,24.2,30.4,0,,3,5.2,,1016.4,
2024-01-26,28.2,23.3,33.1,0,,15,4.5,,1016.6,
2024-01-27,29,24.8,34.4,0,,11,3.3,,1015.6,
2024-01-28,29.1,25.9,33.1,0,,71,4.8,,1015.1,
2024-01-29,28.8,26,32.3,0,,89,4.2,,1015.1,
2024-01-30,29,26.5,32.6,0,,238,3.4,,1014.4,
2024-01-31,29.3,24.9,34.6,0.2,,297,2.9,,1013.9,
2024-02-01,29.4,26.6,34.4,0,,182,3.1,,1013.6,
2024-02-02,29.7,26.8,34.7,0,,176,5.4,,1012.7,
2024-02-03,29.8,27.1,34.8,0.2,,178,4.3,,1012.6,
2024-02-04,30,27.5,34,0,,194,4.6,,1012.8,
2024-02-05,30.3,27,34.8,0,,192,4.9,,1012.8,
2024-02-06,30.3,27.2,34.9,0,,180,4.6,,1012.9,
2024-02-07,30,27,35.7,0,,183,5.1,,1012,
2024-02-08,29.9,27,34.8,0,,191,5.1,,1010.6,
2024-02-09,30.1,27,34.4,0,,185,4.5,,1012.1,
2024-02-10,29.3,27.7,32.2,1,,153,3.6,,1014.5,
2024-02-11,28.6,24.6,33.3,0,,108,3.8,,1017,
2024-02-12,28.2,24.3,32.7,0,,52,1.7,,1016.6,
2024-02-13,28.9,24.4,35.5,0,,76,3.8,,1014.9,
2024-02-14,30.7,24.6,37.4,0,,261,2.6,,1013,
2024-02-15,30.6,27,35.2,0,,186,3.5,,1012.6,
2024-02-16,30.2,27.8,35.6,0.3,,174,4.5,,1012.6,
2024-02-17,28.9,25.7,33.7,21.1,,170,4.4,,1011.4,
2024-02-18,29.4,27.2,32.7,0,,177,5.2,,1011.7,
2024-02-19,29.4,26.9,33.5,0,,179,5.2,,1011.6,
2024-02-20,30,27.2,34.1,0,,189,6.3,,1011,
2024-02-21,30,27.7,34.3,0,,169,6.3,,1010.3,
2024-02-22,30.1,27.9,34.4,0,,171,5.9,,1011.1,
2024-02-23,30.4,27.6,35.6,0.2,,182,5.9,,1011.6,
2024-02-24,30.4,28,34.1,0.2,,185,5.6,,1011.7,
2024-02-25,30.6,27.9,36.8,0.7,,179,5.3,,1011.4,
2024-02-26,30.5,27.9,34.9,0.1,,175,4.1,,1011.4,
2024-02-27,30.6,27.6,34.7,0,,165,3.5,,1011.1,
2024-02-28,30.7,27.9,35.7,2.4,,174,5.2,,1010,
2024-02-29,30.2,28.2,35.3,0.4,,197,4.8,,1010.3,
2024-03-01,30.6,28,34.6,1.6,,192,4.6,,1010.8,
2024-03-02,30.1,28.1,33.5,10.7,,165,4.6,,1011,
2024-03-03,30.8,28,36.1,0.1,,183,4.1,,1010.4,
2024-03-04,31,28.5,35.2,0.4,,180,6.3,,1009.4,
2024-03-05,31.4,28.6,35.8,0,,182,6,,1008.7,
2024-03-06,31.1,28,36.2,0,,183,6.8,,1007.6,
2024-03-07,31.4,28.2,36.6,0,,175,6,,1007.3,
2024-03-08,30.7,28.3,36,0,,175,6.4,,1008.4,
2024-03-09,30.3,28.7,34.5,2.1,,179,5.8,,1010,
2024-03-10,30.7,28.1,34.3,0.7,,177,5.8,,1011.4,
2024-03-11,30.8,28.5,34.8,0.7,,170,5.1,,1012.2,
2024-03-12,30.4,28.3,33.9,3.3,,170,5.5,,1011.8,
2024-03-13,30.7,28.3,35.1,1.2,,180,5.2,,1011.2,
2024-03-14,31.3,28.4,36.9,0.6,,175,5.7,,1010.5,
2024-03-15,31.1,28.6,34.6,0.1,,169,5.2,,1010.2,
2024-03-16,30.4,27.8,33.7,3,,169,4.6,,1011.4,
2024-03-17,30.6,27.6,34.6,0,,177,4.5,,1011.4,
2024-03-18,30.8,27.2,35,0,,175,4.1,,1010.2,
2024-03-19,30.3,28.4,35.5,2.5,,167,4.4,,1010.7,
2024-03-20,26.1,25.4,28.3,26.4,,110,2.3,,1013.2,
2024-03-21,29.4,24.6,34.6,24.9,,318,2.4,,1011.9,
2024-03-22,30.2,26.7,35,0,,246,2.4,,1008.6,
2024-03-23,30.7,28,35.2,0,,186,4.6,,1008.4,
2024-03-24,31.1,28.6,35.6,1.9,,183,5.9,,1009.9,
2024-03-25,31.2,28.4,35.9,0.9,,178,5.6,,1010,
2024-03-26,31,29,34.3,1.5,,173,5.4,,1010.9,
2024-03-27,30.8,28.1,34.5,2.9,,164,5.4,,1012.7,
2024-03-28,31,28.5,34.5,0.5,,182,4.4,,1010.7,
2024-03-29,31.5,28.9,34.9,0.8,,175,4.6,,1010.2,
2024-03-30,31.8,29,35.5,0.4,,185,4.8,,1011.5,
2024-03-31,31.8,29.2,35.9,0,,187,5.3,,1010.9,
2024-04-01,32.3,29.1,36.8,0,,193,5.9,,1008.5,
2024-04-02,32.1,29.1,36.3,0,,183,6.2,,1007.1,
2024-04-03,31.4,29.4,36,0,,177,6.3,,1007.8,
2024-04-04,31.4,29.1,35.8,0,,170,5.3,,1007.6,
2024-04-05,31.6,29.4,36,0,,179,6,,1006.8,
2024-04-06,31.8,29.6,37.1,0.4,,166,5.4,,1007.3,
2024-04-07,32.2,29.6,36.4,0,,181,6,,1007.1,
2024-04-08,32.6,29.4,37.6,0,,179,6,,1007.9,
2024-04-09,32.6,30.1,37.2,0,,173,5.5,,1008.1,
2024-04-10,32.4,30,36,0,,181,6.1,,1009.3,
2024-04-11,32.4,28.4,38.4,0.7,,207,4.8,,1009.7,
2024-04-12,32.1,29.6,35.8,0,,182,5.9,,1008.9,
2024-04-13,32.2,29.7,36.6,0,,166,6,,1008.6,
2024-04-14,32.2,29.4,36.1,0,,174,5.6,,1009.2,
2024-04-15,32.3,29.6,36.2,0,,178,5.7,,1009.6,
2024-04-16,32.1,29.5,36.9,0,,185,6.1,,1008.7,
2024-04-17,32.3,29.7,36.7,0,,191,5,,1007.8,
2024-04-18,32.4,29.9,37.5,0,,179,6.2,,1006.6,
2024-04-19,32.6,30,38,0,,181,6.2,,1005.4,
2024-04-20,33.3,30.1,39.3,0,,192,5,,1005.1,
2024-04-21,33.5,30.2,39,0,,190,6.3,,1005.8,
2024-04-22,33,30.1,37.9,0,,175,7.5,,1005.8,
2024-04-23,32.8,30.4,36.6,0,,168,7.7,,1005.6,
2024-04-24,32.4,30.2,38,0.9,,174,6.4,,1005.8,
2024-04-25,32.7,29.7,37.9,0,,175,5.5,,1006.2,
2024-04-26,32.5,29.5,37.8,0,,187,6,,1005.9,
2024-04-27,32.9,30,38,0,,181,7.1,,1005.4,
2024-04-28,32.6,30.2,37.3,0,,183,7.4,,1006.3,
2024-04-29,33,30.4,37.2,0,,186,6.4,,1006.9,
2024-04-30,33.6,30.7,39.4,0,,181,7.6,,1004.9,
2024-05-01,33.7,30.7,38.1,0,,183,6.7,,1004,
2024-05-02,33.5,31.1,38,0,,174,6.9,,1005,
2024-05-03,33.2,29.7,37.7,0,,165,6.3,,1006.4,
2024-05-04,32.3,29.6,37.9,0.4,,166,7.4,,1006.2,
2024-05-05,33,29.5,39.3,0.2,,186,6.1,,1005.4,
2024-05-06,32.1,25.6,38.4,3.3,,165,6.2,,1007,
2024-05-07,25.8,23.9,36.6,12.4,,130,4.4,,1009.7,
2024-05-08,30,24.9,35.6,0,,169,3.1,,1008.8,
2024-05-09,30.5,28.2,37,0,,162,4.2,,1008.1,
2024-05-10,30.9,26.9,37.3,12.4,,138,4.8,,1008.9,
2024-05-11,29.3,25,35.6,25.1,,32,3.3,,1010.2,
2024-05-12,30.6,26.4,38.6,6.4,,307,3.7,,1009.1,
2024-05-13,27.8,24,35.9,7.9,,160,5,,1008.6,
2024-05-14,30,24.9,35.9,2.1,,22,4.4,,1008.6,
2024-05-15,32,28,37.9,0,,1,3.1,,1008.5,
2024-05-16,29.2,24.9,35,32.5,,165,3.9,,1008.5,
2024-05-17,31,27.4,36,11.2,,165,5.5,,1008,
2024-05-18,30.4,25.4,34.3,7.9,,143,4.9,,1006.4,
2024-05-19,29.8,24,34.5,29,,160,4.4,,1004.9,
2024-05-20,31.2,25.9,37.3,0.5,,162,5.1,,1004.5,
2024-05-21,27.8,24.2,34.6,78.5,,0,3.4,,1005.9,
2024-05-22,29.2,24.2,35.4,25.1,,112,4.1,,1006.9,
2024-05-23,27.3,23.8,33.7,48.5,,56,2,,1006.5,
2024-05-24,28.4,24,32.5,33.7,,130,4.7,,1006.4,
2024-05-25,30.2,27.3,35.3,0,,152,5.4,,1006.9,
2024-05-26,29.6,23.4,34,16,,152,5.6,,1007.9,
2024-05-27,30.3,24.8,35.8,0.6,,189,4.9,,1006.7,
2024-05-28,31.1,26.9,36,0.4,,251,3.8,,1006.3,
2024-05-29,31.4,28.1,36.1,0,,246,4.9,,1005.9,
2024-05-30,30.5,24.6,35.4,61.8,,227,3.5,,1005.9,
2024-05-31,28.8,24.9,33.7,25.9,,179,4,,1006.1,
2024-06-01,29.5,26,33.5,15.7,,155,4.5,,1008.3,
2024-06-02,30.4,27.7,35.7,0,,228,4.5,,1009.6,
2024-06-03,30.8,27.7,35.6,0,,262,4,,1008.8,
2024-06-04,30.7,26.5,36.1,7.9,,287,3.1,,1007.8,
2024-06-05,30.4,28,35.7,6.6,,251,4.1,,1008,
2024-06-06,30.3,26.9,34.7,0,,191,5.4,,1008.6,
2024-06-07,30.4,27,35.4,2,,220,4,,1007.4,
2024-06-08,30.9,27.8,36.3,9.5,,262,6.2,,1005.9,
2024-06-09,30.2,26.9,35,7.3,,242,6.7,,1005.2,
2024-06-10,29.4,27.9,32.1,19.4,,240,5.6,,1006.2,
2024-06-11,29.7,27.8,33.1,4.8,,178,5.6,,1008,
2024-06-12,28.9,24.3,34.5,10.4,,221,4.8,,1009.3,
2024-06-13,30.9,26.4,36.2,0,,199,5.4,,1008.5,
2024-06-14,30.6,26.5,36.2,0.3,,238,4.7,,1006.5,
2024-06-15,31.3,27,36.5,0.5,,288,4.9,,1005.7,
2024-06-16,31.2,24.3,38.3,5.1,,277,6.5,,1006.1,
2024-06-17,28.9,23.8,36.1,8.6,,228,4.5,,1007,
2024-06-18,30.7,26.6,36.1,4.6,,225,4.8,,1006.3,
2024-06-19,30.8,27,36,1.1,,231,5,,1005.5,
2024-06-20,30.7,26.8,37.6,1.6,,281,5.3,,1005.1,
2024-06-21,30.4,27.1,35.6,24.1,,254,7.2,,1004.4,
2024-06-22,30.6,27.3,35.6,20.5,,219,5.6,,1003.7,
2024-06-23,30,27.9,33.3,3.6,,256,5.2,,1004.7,
2024-06-24,29.2,26.7,31.7,3.2,,247,6,,1004.8,
2024-06-25,28.4,24.4,32,19.3,,202,5.7,,1004.8,
2024-06-26,26.6,23.8,31.4,15.5,,18,2.7,,1006.7,
2024-06-27,29.8,25.1,34.4,0.5,,141,2.9,,1008.1,
2024-06-28,30.5,25.4,35.8,0.8,,184,4.9,,1007.6,
2024-06-29,28.7,25.1,32.4,2,,155,4.6,,1007.8,
2024-06-30,28.2,23.9,34.7,44.2,,209,4.1,,1009,
2024-07-01,28.6,24.8,32.6,4.8,,282,4.2,,1008.1,
2024-07-02,30.3,26.8,36.8,12.8,,272,5,,1006.3,
2024-07-03,30.2,27,33.4,11.5,,185,3,,1007,
2024-07-04,28.7,26.3,30.7,16.7,,166,2.8,,1008.8,
2024-07-05,28.1,24.9,30.9,23.7,,205,3.4,,1007.4,
2024-07-06,29.4,26.4,33.1,1.8,,277,3.1,,1005.5,
2024-07-07,30.1,27.1,33.9,1.4,,196,2,,1005.7,
2024-07-08,30,28,32.3,15.1,,178,3.1,,1006.1,
2024-07-09,30.1,27.9,32.8,4.2,,193,3.1,,1007.2,
2024-07-10,29.8,27.7,32.4,12.4,,,2.2,,1008.3,
2024-07-11,28.8,26.2,31.3,5.8,,234,3.1,,1007.4,
2024-07-12,29.1,26.8,32,5.6,,229,3.8,,1005.8,
2024-07-13,28.7,26.4,31.5,19,,249,3.7,,1004.5,
2024-07-14,29.4,27.3,32.4,1.2,,224,3.7,,1004.6,
2024-07-15,28.9,27,31.7,32.1,,285,2.7,,1005.3,
